city,event_type,day_of_week,price,marketing_budget,venue_capacity,temperature,is_raining,attendance
Rewa,Cricket Screening,1,690,82134,459,29,0,445
Satna,Tech Meetup,6,340,82566,209,16,0,83
Gwalior,Music Concert,0,3564,27914,14378,31,0,9986
Bhopal,Music Concert,5,3431,11680,6664,38,0,4387
Jabalpur,Religious/Cultural,6,594,41223,142,38,0,142
Indore,Cricket Screening,3,418,62999,213,24,0,213
Indore,Religious/Cultural,6,847,4563,64,15,0,64
Rewa,Standup Comedy,3,821,13634,123,31,0,74
Gwalior,Music Concert,5,4812,7871,3799,44,0,1532
Gwalior,Music Concert,4,4597,2346,9447,45,0,3858
Bhopal,Tech Meetup,1,326,26486,182,28,0,29
Indore,Tech Meetup,3,463,34249,153,44,0,30
Bhopal,Music Concert,6,2809,87462,4038,26,0,3756
Gwalior,Standup Comedy,6,726,88137,185,25,0,185
Ujjain,Tech Meetup,2,482,59792,152,22,0,76
Ujjain,Tech Meetup,1,131,13478,92,24,0,65
Indore,Standup Comedy,1,199,87909,82,44,0,82
Ujjain,Cricket Screening,4,64,71801,178,38,0,178
Rewa,Tech Meetup,2,262,37116,108,19,0,104
Satna,Religious/Cultural,5,162,44371,167,15,0,167
Indore,Cricket Screening,3,755,85954,131,37,0,131
Ujjain,Religious/Cultural,4,528,63172,202,17,0,202
Jabalpur,Religious/Cultural,2,475,71599,269,37,0,269
Rewa,Music Concert,2,4086,4824,5416,38,0,3595
Rewa,Music Concert,6,4752,16150,11515,32,0,6423
Ujjain,Food Festival,6,902,34095,4759,29,0,1937
Gwalior,Music Concert,1,745,76815,9037,45,0,2775
Jabalpur,Food Festival,3,121,5731,2652,30,0,1014
Bhopal,Food Festival,2,656,30888,2880,24,0,841
Ujjain,Cricket Screening,0,64,474,248,36,0,50
Bhopal,Tech Meetup,6,454,94693,162,37,0,104
Jabalpur,Food Festival,0,376,11245,3234,44,0,878
Jabalpur,Music Concert,3,1714,97627,8669,20,0,3487
Gwalior,Cricket Screening,0,600,59336,274,26,0,274
Bhopal,Food Festival,2,648,87229,3638,18,0,1671
Satna,Tech Meetup,0,100,11238,57,33,0,52
Satna,Religious/Cultural,3,181,15871,105,17,0,105
Satna,Music Concert,6,908,75826,12969,35,0,11129
Rewa,Standup Comedy,0,714,480,188,24,0,41
Indore,Cricket Screening,6,890,8446,317,32,0,177
Indore,Cricket Screening,5,613,21667,239,22,0,194
Bhopal,Food Festival,1,553,79506,2353,26,0,1022
Ujjain,Tech Meetup,1,351,30890,193,20,0,31
Rewa,Music Concert,5,2928,16651,7936,36,0,4215
Bhopal,Cricket Screening,2,226,63296,222,28,0,222
Indore,Tech Meetup,1,406,61172,255,21,0,55
Jabalpur,Religious/Cultural,2,842,83392,204,16,0,204
Indore,Cricket Screening,6,738,7809,138,30,0,103
Bhopal,Religious/Cultural,3,688,65685,71,31,0,71
Jabalpur,Tech Meetup,4,181,69844,93,29,0,93
Satna,Standup Comedy,5,733,62309,153,43,0,150
Gwalior,Food Festival,6,439,80496,3237,35,0,2854
Gwalior,Music Concert,4,4576,10529,8114,38,0,4819
Ujjain,Religious/Cultural,5,60,21272,292,27,0,270
Rewa,Standup Comedy,2,208,51091,134,44,0,103
Bhopal,Food Festival,4,569,42834,2280,15,0,1004
Ujjain,Tech Meetup,2,224,82618,183,17,0,183
Gwalior,Cricket Screening,0,51,24937,332,15,0,204
Ujjain,Cricket Screening,5,560,63221,286,16,0,286
Ujjain,Cricket Screening,2,713,52476,417,23,0,227
Ujjain,Food Festival,0,906,58287,4885,18,0,1606
Rewa,Tech Meetup,0,495,85598,130,39,0,56
Gwalior,Cricket Screening,1,656,8985,268,41,0,45
Jabalpur,Tech Meetup,6,129,2899,294,33,0,87
Bhopal,Music Concert,5,2667,71395,4602,15,0,3085
Gwalior,Standup Comedy,6,60,79952,61,19,0,61
Bhopal,Cricket Screening,2,482,37620,157,36,0,157
Bhopal,Cricket Screening,3,876,32287,403,35,0,280
Gwalior,Cricket Screening,5,320,69078,248,33,0,248
Jabalpur,Cricket Screening,5,736,98798,341,34,0,341
Gwalior,Religious/Cultural,3,479,93864,57,34,0,57
Jabalpur,Cricket Screening,0,456,31774,193,44,0,75
Ujjain,Religious/Cultural,2,104,33594,113,34,0,113
Indore,Music Concert,5,3419,58555,4010,30,0,2532
Rewa,Tech Meetup,0,256,40182,100,41,0,100
Ujjain,Music Concert,4,504,30676,10944,39,0,3969
Ujjain,Food Festival,6,133,94056,2971,45,0,1797
Jabalpur,Cricket Screening,6,240,66376,204,22,0,204
Satna,Music Concert,2,2570,80876,6019,43,0,2302
Rewa,Food Festival,6,763,90208,3441,22,0,1520
Rewa,Religious/Cultural,0,428,87677,259,22,0,259
Jabalpur,Food Festival,2,680,14365,4761,43,0,462
Bhopal,Tech Meetup,4,182,65976,87,35,0,87
Satna,Religious/Cultural,2,370,58501,179,30,0,179
Rewa,Music Concert,2,3309,3500,2180,37,0,897
Jabalpur,Food Festival,5,809,91008,3511,41,0,976
Bhopal,Cricket Screening,4,108,97327,169,30,0,169
Rewa,Standup Comedy,6,151,39006,132,42,0,94
Rewa,Food Festival,0,377,74803,1529,42,0,655
Ujjain,Music Concert,0,3792,47153,14910,18,0,6148
Satna,Music Concert,1,3237,31423,2698,43,0,641
Jabalpur,Religious/Cultural,0,359,43675,99,36,0,99
Rewa,Food Festival,4,151,87395,1568,20,0,1048
Satna,Food Festival,4,442,59938,2681,39,0,1227
Satna,Standup Comedy,0,876,70461,150,41,0,150
Gwalior,Religious/Cultural,2,769,30945,286,38,0,173
Ujjain,Standup Comedy,6,172,1976,242,22,0,133
Indore,Standup Comedy,1,889,24884,69,43,0,69
Jabalpur,Food Festival,1,181,18544,4245,30,0,2669
Indore,Food Festival,6,343,49540,2538,33,0,2478
Ujjain,Music Concert,6,4012,10889,2808,36,0,2048
Rewa,Religious/Cultural,6,60,12420,239,34,0,158
Ujjain,Standup Comedy,0,339,24666,96,30,0,96
Gwalior,Tech Meetup,1,259,33287,158,32,0,139
Jabalpur,Cricket Screening,1,727,29266,247,38,0,197
Indore,Music Concert,5,4461,69897,8551,33,0,7366
Satna,Food Festival,0,246,90641,4634,20,0,3091
Bhopal,Cricket Screening,6,510,53608,270,45,0,205
Ujjain,Cricket Screening,6,302,77457,211,33,0,211
Rewa,Music Concert,6,4197,41376,5783,41,0,1842
Satna,Tech Meetup,4,27,29218,294,34,0,198
Bhopal,Standup Comedy,0,764,60280,172,20,0,172
Jabalpur,Food Festival,3,510,14625,1718,26,0,571
Rewa,Music Concert,0,1126,95547,10602,31,0,7153
Rewa,Tech Meetup,4,255,69610,209,24,0,209
Jabalpur,Tech Meetup,1,17,87804,219,20,0,219
Ujjain,Music Concert,3,1015,88865,13409,17,0,4606
Satna,Standup Comedy,3,262,99549,72,37,0,72
Jabalpur,Tech Meetup,2,218,85430,127,30,0,127
Gwalior,Tech Meetup,0,171,22914,193,36,0,141
Jabalpur,Cricket Screening,2,646,67768,167,40,0,167
Indore,Cricket Screening,1,842,35565,316,34,0,219
Jabalpur,Food Festival,3,63,97067,1904,28,0,990
Satna,Cricket Screening,3,552,22129,128,34,0,88
Satna,Standup Comedy,2,61,91162,72,38,0,72
Ujjain,Food Festival,5,235,44844,3528,19,0,3175
Satna,Food Festival,1,184,24109,4430,16,0,1826
Indore,Food Festival,1,631,21528,2639,25,0,662
Satna,Music Concert,1,3353,89078,13585,34,0,8838
Indore,Cricket Screening,6,112,39481,449,40,0,378
Ujjain,Food Festival,6,595,61049,1040,43,0,275
Ujjain,Religious/Cultural,3,597,53178,253,23,0,253
Rewa,Standup Comedy,5,175,90561,61,43,0,61
Rewa,Cricket Screening,0,442,6726,223,38,0,64
Satna,Music Concert,3,4996,97870,7170,44,0,1886
Gwalior,Music Concert,1,2564,73108,7514,19,0,4965
Gwalior,Food Festival,3,277,22576,3379,17,0,1807
Indore,Standup Comedy,6,908,63145,80,45,0,80
Bhopal,Tech Meetup,3,362,46866,276,33,0,47
Satna,Music Concert,3,4781,3827,6914,26,0,2322
Rewa,Cricket Screening,2,712,54570,440,42,0,143
Bhopal,Music Concert,6,1603,87283,10109,24,0,5963
Gwalior,Cricket Screening,4,508,60610,376,40,0,289
Bhopal,Cricket Screening,5,857,74971,240,26,0,240
Jabalpur,Tech Meetup,2,34,61661,131,39,0,131
Indore,Tech Meetup,1,133,887,160,27,0,38
Bhopal,Food Festival,0,58,45812,1515,24,0,1163
Rewa,Tech Meetup,6,123,41199,244,31,0,244
Ujjain,Tech Meetup,4,476,72557,255,18,0,62
Indore,Music Concert,3,2743,63821,12009,21,0,8063
Satna,Standup Comedy,6,152,78501,139,41,0,139
Rewa,Religious/Cultural,3,67,74579,209,28,0,209
Gwalior,Tech Meetup,0,23,47073,239,37,0,239
Ujjain,Food Festival,2,327,53810,2564,40,0,1030
Jabalpur,Religious/Cultural,1,433,47166,84,37,0,84
Jabalpur,Standup Comedy,3,811,13425,95,22,0,54
Bhopal,Tech Meetup,4,159,3046,136,37,0,44
Jabalpur,Standup Comedy,1,74,21571,267,36,0,150
Rewa,Food Festival,0,852,41374,4527,44,0,923
Jabalpur,Food Festival,4,282,93881,2668,26,0,1746
Satna,Music Concert,3,3555,89137,2319,21,0,1958
Ujjain,Tech Meetup,4,197,62238,206,35,0,206
Rewa,Religious/Cultural,2,674,82666,269,24,0,269
Bhopal,Religious/Cultural,4,840,23342,51,27,0,51
Indore,Food Festival,6,476,20720,4739,29,0,4457
Indore,Cricket Screening,3,165,89194,455,44,0,408
Indore,Cricket Screening,5,214,1825,388,16,0,187
Satna,Cricket Screening,1,949,78957,295,35,0,295
Gwalior,Music Concert,1,588,99706,3536,29,0,1972
Ujjain,Tech Meetup,4,120,17051,74,28,0,74
Indore,Food Festival,6,176,47817,1351,26,0,1271
Indore,Religious/Cultural,5,317,89084,117,32,0,117
Indore,Tech Meetup,6,297,77406,110,29,0,110
Rewa,Religious/Cultural,1,840,90776,289,36,0,289
Indore,Cricket Screening,5,627,74272,428,42,0,318
Satna,Tech Meetup,0,267,11402,257,39,0,98
Ujjain,Religious/Cultural,4,672,49740,107,29,0,107
Ujjain,Standup Comedy,2,429,277,246,30,0,29
Gwalior,Standup Comedy,1,217,65460,225,27,0,225
Bhopal,Cricket Screening,1,802,17346,384,29,0,208
Rewa,Standup Comedy,3,716,60895,60,39,0,60
Jabalpur,Cricket Screening,6,730,62296,416,35,0,416
Jabalpur,Religious/Cultural,1,434,85271,234,35,0,234
Gwalior,Religious/Cultural,6,855,85823,90,23,0,90
Bhopal,Cricket Screening,2,593,34162,427,23,0,348
Jabalpur,Cricket Screening,5,73,17975,492,16,0,290
Jabalpur,Cricket Screening,1,453,99591,457,18,0,457
Ujjain,Food Festival,3,910,32431,4412,16,0,1482
Jabalpur,Tech Meetup,5,217,63084,176,18,0,176
Bhopal,Cricket Screening,5,373,51856,156,21,0,156
Bhopal,Tech Meetup,6,232,13685,285,26,0,164
Gwalior,Food Festival,1,371,68291,2429,28,0,1259
Bhopal,Standup Comedy,0,646,89586,111,20,0,111
Rewa,Religious/Cultural,4,777,31837,143,43,0,143
Gwalior,Food Festival,5,101,6012,4990,15,0,4239
Jabalpur,Cricket Screening,4,976,7637,206,22,0,51
Satna,Food Festival,6,472,30003,2703,38,0,1995
Bhopal,Religious/Cultural,4,204,44884,259,44,0,159
Indore,Cricket Screening,3,903,25773,201,23,0,170
Jabalpur,Music Concert,0,1167,22379,13264,18,0,6746
Rewa,Cricket Screening,3,317,39968,219,29,0,161
Gwalior,Tech Meetup,5,298,90832,242,30,0,242
Rewa,Music Concert,3,2389,52967,2031,31,0,1354
Bhopal,Standup Comedy,3,110,2601,86,24,0,34
Indore,Standup Comedy,2,240,86107,100,36,0,100
Rewa,Tech Meetup,2,122,72358,58,28,0,58
Bhopal,Tech Meetup,0,97,28281,255,24,0,245
Indore,Tech Meetup,1,458,8372,179,17,0,17
Ujjain,Standup Comedy,5,771,77037,90,30,0,90
Bhopal,Standup Comedy,3,996,83442,91,31,0,91
Satna,Food Festival,6,640,52843,1609,27,0,503
Indore,Tech Meetup,5,12,69879,209,15,0,209
Gwalior,Tech Meetup,1,137,86847,118,26,0,118
Rewa,Religious/Cultural,6,196,73702,101,18,0,101
Satna,Standup Comedy,6,943,49046,135,17,0,135
Gwalior,Standup Comedy,4,376,98208,198,43,0,198
Jabalpur,Music Concert,0,3518,76466,6746,30,0,3442
Jabalpur,Standup Comedy,5,627,44163,207,27,0,207
Gwalior,Food Festival,3,72,8499,3704,24,0,1503
Rewa,Food Festival,5,175,25269,3094,24,0,2066
Bhopal,Tech Meetup,1,340,32217,290,19,0,41
Satna,Standup Comedy,3,987,28867,207,32,0,150
Bhopal,Tech Meetup,0,354,71294,159,24,0,62
Bhopal,Standup Comedy,4,532,78968,234,42,0,204
Satna,Food Festival,5,568,45852,4543,18,0,1119
Jabalpur,Cricket Screening,6,116,85925,355,36,0,355
Jabalpur,Standup Comedy,2,660,12872,236,33,0,124
Ujjain,Music Concert,0,4557,75619,11610,28,0,4275
Satna,Tech Meetup,5,309,51147,181,24,0,56
Ujjain,Standup Comedy,4,800,75062,163,39,0,163
Indore,Religious/Cultural,0,466,87429,233,37,0,233
Gwalior,Music Concert,0,4680,70900,14580,29,0,9507
Ujjain,Standup Comedy,1,562,84844,146,36,0,146
Satna,Standup Comedy,5,127,11156,79,40,0,71
Gwalior,Religious/Cultural,6,63,27390,138,43,0,114
Indore,Food Festival,0,660,36237,1565,39,0,487
Ujjain,Music Concert,4,2919,95617,2519,40,0,1723
Rewa,Religious/Cultural,6,451,26414,243,45,0,195
Rewa,Religious/Cultural,1,688,39807,214,15,0,214
Jabalpur,Food Festival,5,874,16700,1355,34,0,436
Satna,Music Concert,4,1710,25149,8329,33,0,4423
Ujjain,Religious/Cultural,0,159,41467,107,39,0,107
Satna,Religious/Cultural,3,516,4136,56,38,0,33
Bhopal,Cricket Screening,4,638,99830,412,16,0,412
Bhopal,Food Festival,4,604,94183,1151,33,0,488
Jabalpur,Standup Comedy,4,963,30990,185,36,0,128
Indore,Religious/Cultural,0,590,30125,243,18,0,220
Rewa,Food Festival,2,370,73564,3387,33,0,2177
Ujjain,Tech Meetup,0,180,45157,198,39,0,198
Gwalior,Standup Comedy,1,931,99768,86,27,0,86
Satna,Religious/Cultural,3,849,57085,158,33,0,158
Rewa,Standup Comedy,5,626,23241,136,42,0,66
Satna,Music Concert,2,2874,56032,13310,32,0,9312
Gwalior,Standup Comedy,1,933,23538,123,21,0,123
Gwalior,Food Festival,1,744,10265,1134,32,0,393
Rewa,Religious/Cultural,5,824,40625,284,35,0,266
Gwalior,Standup Comedy,6,711,88146,103,36,0,103
Satna,Music Concert,6,2045,68348,3490,39,0,2172
Ujjain,Cricket Screening,6,444,94343,144,43,0,144
Satna,Food Festival,6,558,86274,4983,26,0,1300
Jabalpur,Standup Comedy,0,812,62339,102,17,0,102
Ujjain,Tech Meetup,1,303,92849,141,44,0,75
Rewa,Cricket Screening,2,59,59553,451,18,0,344
Gwalior,Religious/Cultural,4,917,33493,179,33,0,179
Gwalior,Cricket Screening,3,138,90392,424,21,0,424
Gwalior,Standup Comedy,4,359,24313,270,45,0,87
Indore,Standup Comedy,2,78,76923,173,18,0,173
Ujjain,Tech Meetup,4,229,28634,190,17,0,133
Ujjain,Standup Comedy,2,306,17026,106,28,0,106
Bhopal,Religious/Cultural,1,437,23268,102,24,0,102
Indore,Cricket Screening,6,656,43897,500,18,0,488
Rewa,Tech Meetup,0,239,98247,195,41,0,195
Rewa,Religious/Cultural,5,202,88428,123,21,0,123
Ujjain,Food Festival,2,501,51839,4151,21,0,1168
Satna,Cricket Screening,1,734,69894,162,36,0,162
Jabalpur,Standup Comedy,1,850,23440,260,25,0,216
Ujjain,Music Concert,5,4392,49465,5802,35,0,4279
Gwalior,Cricket Screening,0,247,85118,299,39,0,299
Rewa,Cricket Screening,0,523,64284,420,32,0,344
Gwalior,Food Festival,5,506,5956,1496,17,0,439
Jabalpur,Cricket Screening,3,718,51143,256,19,0,256
Indore,Standup Comedy,1,338,97954,298,34,0,298
Rewa,Cricket Screening,6,677,64077,488,37,0,488
Indore,Tech Meetup,3,145,25111,172,40,0,150
Bhopal,Religious/Cultural,4,234,22860,197,25,0,197
Satna,Religious/Cultural,4,395,87370,216,45,0,214
Jabalpur,Standup Comedy,6,313,96286,220,23,0,220
Satna,Standup Comedy,6,438,71674,123,31,0,123
Bhopal,Cricket Screening,1,242,44800,379,29,0,336
Jabalpur,Food Festival,6,120,88377,1809,32,0,1809
Gwalior,Tech Meetup,4,323,55870,106,17,0,51
Rewa,Religious/Cultural,0,194,55309,239,26,0,239
Jabalpur,Religious/Cultural,3,426,46683,63,44,0,63
Ujjain,Religious/Cultural,6,206,7056,253,27,0,192
Gwalior,Music Concert,0,1825,48527,6099,37,0,2219
Bhopal,Food Festival,4,532,57269,3931,45,0,746
Indore,Cricket Screening,0,592,67784,480,30,0,431
Jabalpur,Religious/Cultural,6,549,51448,290,45,0,225
Ujjain,Food Festival,2,460,99285,1168,31,0,935
Rewa,Religious/Cultural,2,150,41650,232,26,0,232
Rewa,Standup Comedy,6,659,71962,234,27,0,234
Ujjain,Food Festival,5,296,73403,2544,28,0,1845
Gwalior,Music Concert,4,2981,21652,7902,42,0,2710
Ujjain,Cricket Screening,3,61,13811,401,26,0,144
Ujjain,Tech Meetup,5,425,91114,279,32,0,124
Gwalior,Religious/Cultural,3,721,41481,228,23,0,215
Indore,Music Concert,4,2973,10701,3999,28,0,3108
Satna,Standup Comedy,3,663,84492,278,26,0,278
Satna,Food Festival,1,335,30884,1529,16,0,1123
Bhopal,Music Concert,1,3769,39759,7008,45,0,3427
Bhopal,Tech Meetup,1,282,57739,107,40,0,107
Bhopal,Cricket Screening,0,338,11052,398,40,0,219
Bhopal,Music Concert,6,3476,18982,3292,44,0,1489
Bhopal,Food Festival,6,901,53670,4042,43,0,1002
Ujjain,Religious/Cultural,5,187,74834,229,45,0,229
Rewa,Food Festival,3,717,35656,2790,42,0,426
Jabalpur,Tech Meetup,6,70,80864,218,22,0,218
Ujjain,Standup Comedy,5,214,50424,158,21,0,158
Gwalior,Religious/Cultural,6,762,3870,115,39,0,99
Jabalpur,Cricket Screening,2,173,86789,385,18,0,385
Ujjain,Food Festival,5,642,83774,1203,37,0,626
Indore,Cricket Screening,4,780,61047,119,39,0,119
Jabalpur,Religious/Cultural,3,660,3095,163,27,0,123
Satna,Standup Comedy,5,643,31339,260,21,0,177
Gwalior,Tech Meetup,4,9,54997,255,36,0,255
Indore,Food Festival,1,678,1195,2985,17,0,908
Rewa,Standup Comedy,2,106,76848,104,44,0,104
Rewa,Tech Meetup,6,12,13403,236,42,0,100
Rewa,Religious/Cultural,6,527,19361,240,19,0,192
Indore,Tech Meetup,1,277,35009,252,22,0,162
Rewa,Religious/Cultural,0,701,89648,185,40,0,185
Rewa,Music Concert,2,4917,2380,10043,28,0,4071
Indore,Cricket Screening,3,555,26359,142,25,0,132
Ujjain,Religious/Cultural,6,493,62474,291,35,0,291
Indore,Cricket Screening,3,649,34267,288,36,0,186
Gwalior,Food Festival,0,358,36547,4686,18,0,2030
Ujjain,Cricket Screening,1,702,36636,171,41,0,127
Jabalpur,Cricket Screening,4,340,34301,429,35,0,265
Jabalpur,Cricket Screening,3,838,47624,277,40,0,277
Rewa,Music Concert,6,1753,84205,14915,42,0,4212
Gwalior,Music Concert,5,3208,66808,6167,17,0,5089
Gwalior,Music Concert,1,1992,54385,12033,26,0,4699
Indore,Standup Comedy,3,321,72447,54,20,0,54
Indore,Religious/Cultural,4,834,84293,219,38,0,219
Rewa,Food Festival,3,688,97044,2691,35,0,1018
Bhopal,Tech Meetup,5,391,46384,150,37,0,65
Satna,Standup Comedy,6,849,27740,135,41,0,99
Jabalpur,Tech Meetup,1,446,58422,181,15,0,45
Jabalpur,Tech Meetup,0,209,43283,75,17,0,75
Ujjain,Food Festival,6,653,18460,3700,19,0,1475
Gwalior,Tech Meetup,2,404,4363,81,34,0,5
Jabalpur,Tech Meetup,4,499,12520,76,33,0,10
Gwalior,Religious/Cultural,5,872,56457,247,24,0,247
Ujjain,Music Concert,1,2092,29793,7006,17,0,4339
Ujjain,Food Festival,6,728,66024,2508,34,0,1116
Ujjain,Cricket Screening,1,602,2536,494,41,0,45
Rewa,Religious/Cultural,1,819,33385,257,31,0,183
Gwalior,Standup Comedy,1,673,24956,64,17,0,64
Indore,Food Festival,5,426,2121,2318,29,0,1880
Jabalpur,Music Concert,2,4021,94921,10437,16,0,4697
Jabalpur,Standup Comedy,4,627,79218,192,32,0,192
Ujjain,Standup Comedy,2,735,65431,95,28,0,95
Satna,Food Festival,3,878,65957,3492,21,0,1221
Jabalpur,Food Festival,2,52,21767,3584,17,0,1362
Bhopal,Standup Comedy,5,318,43754,247,27,0,244
Bhopal,Food Festival,3,905,22399,4965,33,0,1308
Indore,Food Festival,3,973,65453,4882,27,0,1245
Rewa,Tech Meetup,2,341,33603,186,19,0,34
Gwalior,Tech Meetup,0,59,99561,257,22,0,257
Jabalpur,Cricket Screening,2,331,75104,451,35,0,349
Bhopal,Tech Meetup,0,376,47872,261,19,0,50
Jabalpur,Food Festival,3,816,15128,1643,40,0,342
Jabalpur,Music Concert,5,2096,78600,4369,21,0,3839
Bhopal,Food Festival,2,894,60129,3517,37,0,1286
Ujjain,Cricket Screening,4,849,3673,171,30,0,67
Gwalior,Food Festival,3,417,31549,1998,37,0,1402
Gwalior,Music Concert,1,2962,7996,10521,39,0,7270
Rewa,Standup Comedy,6,773,24200,233,29,0,186
Satna,Standup Comedy,6,670,82685,109,17,0,109
Indore,Tech Meetup,2,22,63314,75,15,0,75
Satna,Tech Meetup,6,281,27019,175,22,0,175
Rewa,Cricket Screening,2,754,65223,322,36,0,237
Gwalior,Food Festival,3,507,391,2483,38,0,810
Ujjain,Religious/Cultural,5,436,97625,84,43,0,84
Indore,Tech Meetup,6,385,59285,74,34,0,45
Bhopal,Music Concert,3,3186,34327,14432,24,0,8916
Rewa,Music Concert,1,1350,48845,9034,29,0,3570
Bhopal,Food Festival,3,908,41741,4631,18,0,1292
Gwalior,Music Concert,1,2511,39257,14858,19,0,10285
Jabalpur,Religious/Cultural,1,382,94640,244,21,0,244
Satna,Tech Meetup,2,395,41103,270,23,0,67
Indore,Standup Comedy,0,152,23048,119,38,0,119
Indore,Religious/Cultural,5,367,32149,87,20,0,87
Indore,Cricket Screening,4,201,10653,497,43,0,154
Gwalior,Tech Meetup,2,236,27822,218,24,0,123
Ujjain,Cricket Screening,1,649,96500,330,22,0,330
Rewa,Food Festival,6,605,74859,2396,35,0,1073
Indore,Standup Comedy,1,693,57822,257,43,0,231
Gwalior,Food Festival,4,640,33082,2596,35,0,938
Jabalpur,Standup Comedy,4,999,62343,167,30,0,167
Bhopal,Religious/Cultural,4,317,50975,217,32,0,217
Ujjain,Religious/Cultural,0,830,48325,149,30,0,149
Indore,Standup Comedy,1,572,71586,140,41,0,140
Rewa,Cricket Screening,1,370,39177,114,32,0,114
Bhopal,Religious/Cultural,1,200,36880,293,16,0,293
Gwalior,Religious/Cultural,3,480,80968,139,27,0,139
Satna,Cricket Screening,3,650,78272,229,45,0,151
Indore,Food Festival,2,785,85879,4318,35,0,1717
Jabalpur,Standup Comedy,4,585,40129,145,35,0,145
Indore,Religious/Cultural,2,338,79844,174,16,0,174
Jabalpur,Food Festival,3,458,21632,3962,38,0,2787
Ujjain,Standup Comedy,0,468,61147,258,21,0,258
Indore,Music Concert,2,2891,44623,4844,24,0,2643
Gwalior,Music Concert,2,4362,21303,10401,44,0,3034
Indore,Music Concert,5,3987,54254,14080,42,0,4791
Ujjain,Tech Meetup,2,482,88954,54,30,0,54
Indore,Religious/Cultural,0,292,95817,117,43,0,117
Satna,Music Concert,6,2487,91975,12933,28,0,7190
Satna,Religious/Cultural,0,531,15979,107,36,0,107
Indore,Music Concert,5,2447,90430,9186,39,0,5563
Bhopal,Music Concert,6,3707,35925,3936,17,0,2797
Gwalior,Religious/Cultural,5,728,17379,137,34,0,120
Satna,Tech Meetup,0,127,35897,70,35,0,70
Bhopal,Standup Comedy,0,456,18588,150,28,0,92
Satna,Food Festival,6,679,37697,1777,39,0,755
Satna,Tech Meetup,2,353,91712,134,40,0,88
Indore,Tech Meetup,2,408,60094,227,21,0,41
Ujjain,Food Festival,2,631,19182,1975,44,0,241
Rewa,Standup Comedy,2,885,25687,149,18,0,104
Satna,Cricket Screening,1,728,91533,492,43,0,285
Jabalpur,Cricket Screening,1,859,2802,265,15,0,105
Jabalpur,Religious/Cultural,6,226,33849,137,26,0,137
Satna,Standup Comedy,3,329,73202,125,35,0,125
Gwalior,Standup Comedy,2,617,87313,126,21,0,126
Jabalpur,Tech Meetup,2,106,93369,78,32,0,78
Indore,Standup Comedy,2,513,46312,180,24,0,180
Jabalpur,Tech Meetup,6,310,57289,176,43,0,38
Bhopal,Food Festival,6,592,81980,2392,42,0,613
Rewa,Tech Meetup,6,282,82442,56,41,0,56
Ujjain,Tech Meetup,1,259,15382,115,31,0,108
Bhopal,Cricket Screening,1,357,99374,217,32,0,217
Rewa,Standup Comedy,4,740,58919,142,34,0,142
Ujjain,Music Concert,6,4222,16752,5652,43,0,2377
Rewa,Food Festival,3,111,6632,4809,18,0,2936
Gwalior,Cricket Screening,5,64,54699,104,24,0,104
Jabalpur,Standup Comedy,3,886,60864,186,44,0,186
Satna,Cricket Screening,4,198,61004,127,45,0,127
Satna,Tech Meetup,3,469,85214,253,40,0,54
Rewa,Standup Comedy,3,618,57259,112,25,0,112
Jabalpur,Religious/Cultural,0,618,29021,62,25,0,62
Bhopal,Tech Meetup,2,389,91881,156,38,0,65
Satna,Cricket Screening,6,708,1112,472,43,0,106
Indore,Cricket Screening,5,115,46118,172,24,0,172
Rewa,Food Festival,3,935,35306,1519,27,0,397
Rewa,Music Concert,6,4709,78768,13474,41,0,6244
Jabalpur,Food Festival,1,537,87038,1680,33,0,510
Ujjain,Religious/Cultural,6,772,86459,152,38,0,152
Indore,Cricket Screening,0,242,76629,352,40,0,352
